,Origen,Destino,Numero de Vuelo,Salida,Llegada
2792,Des Moines [DSM],Chicago O'hare Airport (ORD),JL 7643,18:07,19:03
2793,Des Moines [DSM],Chicago O'hare Airport (ORD),BA 4358,18:07,19:03
2794,Des Moines [DSM],Chicago O'hare Airport (ORD),AS 6816,18:07,19:03
2795,Kansas City [MCI],Chicago O'hare Airport (ORD),AA 2896,18:39,
2796,Green Bay [GRB],Chicago O'hare Airport (ORD),BA 4415,18:23,19:08
2797,Phoenix [PHX],Chicago O'hare Airport (ORD),AA 891,14:08,
2798,Santa Ana [SNA],Chicago O'hare Airport (ORD),AA 2086,13:36,
2799,Orlando [MCO],Chicago O'hare Airport (ORD),AA 1121,17:38,
2800,Denver City [DEN],Chicago O'hare Airport (ORD),WN 2960,17:02,
2801,Tampa [TPA],Chicago O'hare Airport (ORD),AA 1101,17:42,19:15
2802,Tampa [TPA],Chicago O'hare Airport (ORD),AS 4370,17:42,19:13
2803,Tampa [TPA],Chicago O'hare Airport (ORD),BA 5708,17:42,19:13
2804,Tampa [TPA],Chicago O'hare Airport (ORD),GF 4347,17:42,19:13
2805,Tampa [TPA],Chicago O'hare Airport (ORD),JL 7511,17:42,19:13
2806,Tampa [TPA],Chicago O'hare Airport (ORD),QF 4372,17:42,19:13
2807,Grand Rapids [GRR],Chicago O'hare Airport (ORD),AA 6237,19:32,
2808,Lansing [LAN],Chicago O'hare Airport (ORD),AA 6198,19:23,
2809,Richmond [RIC],Chicago O'hare Airport (ORD),AA 3454,18:24,
2810,Richmond [RIC],Chicago O'hare Airport (ORD),AS 6738,18:24,
2811,New York [JFK],Chicago O'hare Airport (ORD),CX 98,18:55,19:42
2812,San Francisco [SFO],Chicago O'hare Airport (ORD),UA 1756,13:46,19:23
2813,Omaha [OMA],Chicago O'hare Airport (ORD),UA 5540,17:59,
2814,San Francisco [SFO],Chicago O'hare Airport (ORD),VA 8102,13:31,19:17
2815,San Francisco [SFO],Chicago O'hare Airport (ORD),SK 8800,13:31,19:17
2816,San Francisco [SFO],Chicago O'hare Airport (ORD),NZ 9305,13:31,19:17
2817,San Francisco [SFO],Chicago O'hare Airport (ORD),NH 7242,13:31,19:17
2818,San Francisco [SFO],Chicago O'hare Airport (ORD),AC 5384,13:31,19:17
2819,Omaha [OMA],Chicago O'hare Airport (ORD),SK 8886,17:59,
2820,Omaha [OMA],Chicago O'hare Airport (ORD),NZ 2716,17:59,
2821,Omaha [OMA],Chicago O'hare Airport (ORD),LH 8847,17:59,
2822,Omaha [OMA],Chicago O'hare Airport (ORD),AC 3564,17:59,
2823,Little Rock [LIT],Chicago O'hare Airport (ORD),AA 3401,17:48,
2824,Richmond [YVR],Chicago O'hare Airport (ORD),UA L1868,14:15,19:44
2825,Minneapolis [MSP],Chicago O'hare Airport (ORD),AA 6286,18:08,
2826,Warsaw [WAW],Chicago O'hare Airport (ORD),LO 3,17:11,19:59
2827,14 Min,Chicago O'hare Airport (ORD),Delay,6274,
2828,Waterloo [ALO],Chicago O'hare Airport (ORD),AA 6172,18:23,
2829,Portland [PWM],Chicago O'hare Airport (ORD),AA 3927,17:52,
2830,Oklahoma City [OKC],Chicago O'hare Airport (ORD),AA 3867,17:34,
2831,Champaign [CMI],Chicago O'hare Airport (ORD),AA 3782,18:38,
2832,Wilkes-Barre-Scranton [AVP],Chicago O'hare Airport (ORD),AA 3457,18:26,
2833,Sioux Falls [FSD],Chicago O'hare Airport (ORD),AS 4693,17:57,
2834,Columbus [LCK],Chicago O'hare Airport (ORD),EK 9989,19:55,19:47
2835,Montreal [YUL],Chicago O'hare Airport (ORD),AC 8967,19:17,
2836,Montreal [YUL],Chicago O'hare Airport (ORD),UA 8559,18:25,
2837,New Philadelphia [PHL],Chicago O'hare Airport (ORD),AA 865,18:30,
2838,Richmond [YVR],Chicago O'hare Airport (ORD),UA 1868,13:45,
2839,New Philadelphia [PHL],Chicago O'hare Airport (ORD),AS 4096,18:30,
2840,New Philadelphia [PHL],Chicago O'hare Airport (ORD),BA 5418,18:30,
2841,New Philadelphia [PHL],Chicago O'hare Airport (ORD),IB 4496,18:30,
2842,Richmond [YVR],Chicago O'hare Airport (ORD),AC 4876,13:45,
2843,Washington DC [DCA],Chicago O'hare Airport (ORD),UA 289,18:45,
2844,New Philadelphia [PHL],Chicago O'hare Airport (ORD),UA 681,19:48,20:26
2845,30 Min,Chicago O'hare Airport (ORD),Delay,3007,20:25
2846,29 Min,Chicago O'hare Airport (ORD),Delay,UA681,20:25
2847,29 Min,Chicago O'hare Airport (ORD),Delay,UA681,20:25
2848,29 Min,Chicago O'hare Airport (ORD),Delay,UA681,
2849,Washington DC [DCA],Chicago O'hare Airport (ORD),SK 3992,18:45,
2850,Madison [MSN],Chicago O'hare Airport (ORD),AA 4745,18:53,
2851,Madison [MSN],Chicago O'hare Airport (ORD),AS 6150,18:53,
2852,Madison [MSN],Chicago O'hare Airport (ORD),BA 5048,18:53,
2853,New York [LGA],Chicago O'hare Airport (ORD),DL 1698,18:15,
2854,New York [LGA],Chicago O'hare Airport (ORD),WS 7900,18:15,
2855,Atlanta [ATL],Chicago O'hare Airport (ORD),UA 1046,18:52,
2856,Denver City [DEN],Chicago O'hare Airport (ORD),UA 1104,16:30,
2857,Atlanta [ATL],Chicago O'hare Airport (ORD),AC 3301,18:52,
2858,Atlanta [ATL],Chicago O'hare Airport (ORD),LH 7447,18:52,
2859,Atlanta [ATL],Chicago O'hare Airport (ORD),NZ 2030,18:52,
2860,Atlanta [ATL],Chicago O'hare Airport (ORD),SK 6802,18:52,
2861,Denver City [DEN],Chicago O'hare Airport (ORD),AC 5591,16:30,
2862,Denver City [DEN],Chicago O'hare Airport (ORD),LH 7521,16:30,
2863,Denver City [DEN],Chicago O'hare Airport (ORD),SK 3996,16:30,
2864,Houston [IAH],Chicago O'hare Airport (ORD),UA 1478,16:42,18:48
2865,Allentown [ABE],Chicago O'hare Airport (ORD),UA 5717,17:43,
2866,Houston [IAH],Chicago O'hare Airport (ORD),AV 2127,16:42,
2867,Houston [IAH],Chicago O'hare Airport (ORD),LH 7495,16:42,
2868,Houston [IAH],Chicago O'hare Airport (ORD),NZ 6842,16:42,
2869,Houston [IAH],Chicago O'hare Airport (ORD),SK 6834,16:42,
2870,Allentown [ABE],Chicago O'hare Airport (ORD),NZ 2002,17:43,
2871,Green Bay [GRB],Chicago O'hare Airport (ORD),ZW 6272,18:23,19:00
2872,Des Moines [DSM],Chicago O'hare Airport (ORD),ZW 6278,18:07,19:00
2873,San Francisco [SFO],Chicago O'hare Airport (ORD),AS 332,17:01,22:41
2875,San Francisco [SFO],Chicago O'hare Airport (ORD),SQ 1354,17:01,22:41
2877,Toronto [YYZ],Chicago O'hare Airport (ORD),QK 913,18:53,19:01
2878,Springfield [SPI],Chicago O'hare Airport (ORD),ZW 6191,18:23,19:01
2879,Lansing [LAN],Chicago O'hare Airport (ORD),ZW 6198,19:23,19:01
2880,Atlanta [ATL],Chicago O'hare Airport (ORD),MQ 3396,18:24,19:02
2881,Waterloo [ALO],Chicago O'hare Airport (ORD),ZW 6172,18:23,19:02
2882,Grand Rapids [GRR],Chicago O'hare Airport (ORD),ZW 6237,19:32,19:03
2883,Minneapolis [MSP],Chicago O'hare Airport (ORD),ZW 6286,18:08,19:03
2884,Pittsburgh [PIT],Chicago O'hare Airport (ORD),AA 2693,18:27,18:42
2885,Pittsburgh [PIT],Chicago O'hare Airport (ORD),QF 3163,18:27,18:42
2886,Pittsburgh [PIT],Chicago O'hare Airport (ORD),JL 7675,18:27,18:42
2887,Pittsburgh [PIT],Chicago O'hare Airport (ORD),GF 6467,18:27,18:42
2888,Pittsburgh [PIT],Chicago O'hare Airport (ORD),BA 5484,18:27,18:42
2889,Pittsburgh [PIT],Chicago O'hare Airport (ORD),AS 4785,18:27,18:42
2890,New Philadelphia [PHL],Chicago O'hare Airport (ORD),AA 864,17:40,18:35
2891,Dublin [DUB],Chicago O'hare Airport (ORD),EI 125,16:40,18:28
2892,Dublin [DUB],Chicago O'hare Airport (ORD),BA 6145,16:40,18:28
2893,Dublin [DUB],Chicago O'hare Airport (ORD),AA 7995,16:40,18:28
2894,New Philadelphia [PHL],Chicago O'hare Airport (ORD),IB 4771,17:40,
2895,New Philadelphia [PHL],Chicago O'hare Airport (ORD),MH 9510,17:40,
2896,New Philadelphia [PHL],Chicago O'hare Airport (ORD),QR 7583,17:40,
2897,Richmond [RIC],Chicago O'hare Airport (ORD),MQ 3454,18:24,19:05
2898,Wilkes-Barre-Scranton [AVP],Chicago O'hare Airport (ORD),MQ 3457,18:26,19:05
2899,Sioux Falls [FSD],Chicago O'hare Airport (ORD),ZW 6274,17:57,19:05
2900,Little Rock [LIT],Chicago O'hare Airport (ORD),MQ 3401,17:48,19:09
2901,Quincy [UIN],Chicago O'hare Airport (ORD),9X 485,17:25,
2902,Fort Lauderdale [FLL],Chicago O'hare Airport (ORD),NK 122,16:51,20:59
2904,San Francisco [SFO],Chicago O'hare Airport (ORD),AA 1653,13:02,18:42
2905,Montreal [YUL],Chicago O'hare Airport (ORD),AA 6276,17:39,18:33
2906,Montreal [YUL],Chicago O'hare Airport (ORD),AS 4027,17:29,18:34
2907,San Francisco [SFO],Chicago O'hare Airport (ORD),AY 4110,12:53,
2908,San Francisco [SFO],Chicago O'hare Airport (ORD),BA 5612,12:53,
2909,San Francisco [SFO],Chicago O'hare Airport (ORD),EI 7358,12:53,
2910,San Francisco [SFO],Chicago O'hare Airport (ORD),GF 6457,12:53,
2911,San Francisco [SFO],Chicago O'hare Airport (ORD),JL 7548,13:02,18:45
2912,San Francisco [SFO],Chicago O'hare Airport (ORD),QF 4331,13:02,18:45
2913,Columbus [CMH],Chicago O'hare Airport (ORD),1I 503,19:27,19:14
2914,Higuey [PUJ],Chicago O'hare Airport (ORD),AA 2278,15:17,18:42
2915,Oklahoma City [OKC],Chicago O'hare Airport (ORD),MQ 3867,17:34,19:16
2916,Dallas [DFW],Chicago O'hare Airport (ORD),AA 1551,16:52,18:48
2917,Los Angeles [LAX],Chicago O'hare Airport (ORD),AA 2942,13:25,18:56
2918,Toronto [YYZ],Chicago O'hare Airport (ORD),AC 8913,18:53,
2919,Los Angeles [LAX],Chicago O'hare Airport (ORD),AY 4275,13:30,
2920,Los Angeles [LAX],Chicago O'hare Airport (ORD),BA 5391,13:30,
2921,Los Angeles [LAX],Chicago O'hare Airport (ORD),EI 7135,13:30,
2922,Los Angeles [LAX],Chicago O'hare Airport (ORD),JL 7520,13:30,
2923,Los Angeles [LAX],Chicago O'hare Airport (ORD),MH 9425,13:30,
2924,Los Angeles [LAX],Chicago O'hare Airport (ORD),QF 4477,13:30,
2925,Los Angeles [LAX],Chicago O'hare Airport (ORD),TN 1164,13:30,
2926,Toronto [YYZ],Chicago O'hare Airport (ORD),UA 8293,18:30,
2927,Toronto [YYZ],Chicago O'hare Airport (ORD),SK 3801,18:30,
2928,Palm Springs [PSP],Chicago O'hare Airport (ORD),AA 2838,13:27,19:04
2929,Newark [EWR],Chicago O'hare Airport (ORD),AA 4383,17:30,18:41
2930,Newark [EWR],Chicago O'hare Airport (ORD),B6 4529,17:30,18:42
2931,Newark [EWR],Chicago O'hare Airport (ORD),BA 4383,17:30,18:42
2932,San Diego [SAN],Chicago O'hare Airport (ORD),AA 2343,13:14,19:02
2933,Washington DC [DCA],Chicago O'hare Airport (ORD),AA 2784,18:05,19:55
2935,San Diego [SAN],Chicago O'hare Airport (ORD),GF 6839,13:14,18:57
2936,San Diego [SAN],Chicago O'hare Airport (ORD),BA 5555,13:14,18:57
2937,San Diego [SAN],Chicago O'hare Airport (ORD),AY 4064,13:14,18:57
2938,Portland [PDX],Chicago O'hare Airport (ORD),AA 1848,13:25,18:55
2939,Portland [PDX],Chicago O'hare Airport (ORD),AY 4107,13:25,18:57
2940,Portland [PDX],Chicago O'hare Airport (ORD),BA 5372,13:25,18:57
2941,Portland [PDX],Chicago O'hare Airport (ORD),MH 9339,13:25,18:57
2942,Toronto [YYZ],Chicago O'hare Airport (ORD),ZW 6291,19:58,19:23
2943,Providence [PVD],Chicago O'hare Airport (ORD),AA 3715,17:40,18:49
2944,St Louis [STL],Chicago O'hare Airport (ORD),AA 4202,18:03,18:57
2945,Providence [PVD],Chicago O'hare Airport (ORD),AY 4169,17:40,
2946,Cleveland [CLE],Chicago O'hare Airport (ORD),AA 4170,18:53,18:50
2947,Mexico City [MEX],Chicago O'hare Airport (ORD),UA 474,14:50,19:17
2948,Mexico City [MEX],Chicago O'hare Airport (ORD),EK 6608,14:10,
2949,Cleveland [CLE],Chicago O'hare Airport (ORD),GF 6854,18:53,18:50
2950,Cleveland [CLE],Chicago O'hare Airport (ORD),EI 7190,18:53,18:50
2951,Cleveland [CLE],Chicago O'hare Airport (ORD),BA 1770,18:53,18:50
2952,Cleveland [CLE],Chicago O'hare Airport (ORD),AY 4127,18:53,18:50
2953,Cleveland [CLE],Chicago O'hare Airport (ORD),AS 4629,18:53,18:50
2954,Fayetteville [XNA],Chicago O'hare Airport (ORD),AA 4226,17:33,18:49
2955,Albany [ALB],Chicago O'hare Airport (ORD),AA 5701,17:52,19:08
2956,Anchorage [ANC],Chicago O'hare Airport (ORD),CA 1015,10:45,19:27
2957,Sacramento [SMF],Chicago O'hare Airport (ORD),AA 2463,13:25,19:25
2958,Toronto [YYZ],Chicago O'hare Airport (ORD),AA 6291,18:30,20:10
2962,Toronto [YYZ],Chicago O'hare Airport (ORD),AY 4106,19:59,
2963,Toronto [YYZ],Chicago O'hare Airport (ORD),BA 5764,19:59,
2964,Toronto [YYZ],Chicago O'hare Airport (ORD),QF 3305,19:59,
2965,Rochester [ROC],Chicago O'hare Airport (ORD),AA 3266,18:27,18:53
2966,Rochester [ROC],Chicago O'hare Airport (ORD),AS 4714,18:27,
2967,Rochester [ROC],Chicago O'hare Airport (ORD),BA 5521,18:27,
2968,Manchester [MHT],Chicago O'hare Airport (ORD),AA 3622,17:42,18:41
2969,Harrisburg [MDT],Chicago O'hare Airport (ORD),AA 3811,18:19,18:59
2970,Rochester [ROC],Chicago O'hare Airport (ORD),AY 4052,18:27,
2971,Harrisburg [MDT],Chicago O'hare Airport (ORD),AS 4336,18:19,
2972,Seattle [SEA],Chicago O'hare Airport (ORD),AA 2675,13:30,19:25
2973,Seattle [SEA],Chicago O'hare Airport (ORD),AY 4042,13:30,
2974,Seattle [SEA],Chicago O'hare Airport (ORD),BA 5774,13:30,
2975,Seattle [SEA],Chicago O'hare Airport (ORD),EI 7106,13:30,
2976,Seattle [SEA],Chicago O'hare Airport (ORD),GF 6436,13:30,
2977,Seattle [SEA],Chicago O'hare Airport (ORD),MH 9388,13:30,
2978,Tulsa [TUL],Chicago O'hare Airport (ORD),AA 3814,17:33,19:03
2979,Tulsa [TUL],Chicago O'hare Airport (ORD),BA 5718,17:33,
2980,Tulsa [TUL],Chicago O'hare Airport (ORD),AS 6746,17:33,
2981,Charlotte [CLT],Chicago O'hare Airport (ORD),AA 2857,18:21,19:17
2982,Charlotte [CLT],Chicago O'hare Airport (ORD),BA 1796,18:21,
2983,Charlotte [CLT],Chicago O'hare Airport (ORD),EI 7184,18:21,
2984,Charlotte [CLT],Chicago O'hare Airport (ORD),GF 6473,18:21,
2985,Charlotte [CLT],Chicago O'hare Airport (ORD),MH 9507,18:21,
2986,Indianapolis [IND],Chicago O'hare Airport (ORD),AA 3798,19:18,19:12
2987,Boston [BOS],Chicago O'hare Airport (ORD),DL 2346,17:55,19:00
2988,Boston [BOS],Chicago O'hare Airport (ORD),VS 3446,17:36,19:02
2989,Bangor [BGR],Chicago O'hare Airport (ORD),AA 3496,17:36,18:52
2990,Houston [IAH],Chicago O'hare Airport (ORD),AA 1165,16:55,19:08
2991,Raleigh-Durham [RDU],Chicago O'hare Airport (ORD),AA 4278,18:05,19:00
2992,Boston [BOS],Chicago O'hare Airport (ORD),B6 811,18:08,19:12
2993,Houston [IAH],Chicago O'hare Airport (ORD),NK 821,16:56,19:04
2994,Boston [BOS],Chicago O'hare Airport (ORD),TP 4345,18:08,19:10
2995,Boston [BOS],Chicago O'hare Airport (ORD),QR 3860,18:08,19:10
2996,Boston [BOS],Chicago O'hare Airport (ORD),HA 2203,18:08,19:10
2997,Boston [BOS],Chicago O'hare Airport (ORD),FI 7861,18:08,19:10
2998,Boston [BOS],Chicago O'hare Airport (ORD),AA 9534,18:08,19:10
2999,Atlanta [ATL],Chicago O'hare Airport (ORD),AA 3396,18:24,19:10
3000,Raleigh-Durham [RDU],Chicago O'hare Airport (ORD),AS 6845,18:05,
3001,Omaha [OMA],Chicago O'hare Airport (ORD),AA 4368,17:53,19:14
3002,Omaha [OMA],Chicago O'hare Airport (ORD),GF 4133,17:53,
3003,Omaha [OMA],Chicago O'hare Airport (ORD),BA 5104,17:53,
3004,Omaha [OMA],Chicago O'hare Airport (ORD),AS 6734,17:53,
3005,Fort Myers [RSW],Chicago O'hare Airport (ORD),AA 1451,17:25,19:03
3006,Fort Myers [RSW],Chicago O'hare Airport (ORD),AY 4108,17:25,
3007,Fort Myers [RSW],Chicago O'hare Airport (ORD),AS 4774,17:25,
3008,Boston [BOS],Chicago O'hare Airport (ORD),AA 2877,18:20,19:25
3009,Minneapolis [MSP],Chicago O'hare Airport (ORD),DL 1523,18:05,19:24
3010,Boston [BOS],Chicago O'hare Airport (ORD),QR 7709,18:17,
3011,Boston [BOS],Chicago O'hare Airport (ORD),IB 4725,18:17,
3012,Boston [BOS],Chicago O'hare Airport (ORD),BA 1733,18:17,
3013,Boston [BOS],Chicago O'hare Airport (ORD),B6 4315,18:17,
3014,Boston [BOS],Chicago O'hare Airport (ORD),AS 4257,18:17,
3015,Springfield [SPI],Chicago O'hare Airport (ORD),AA 6191,18:23,18:59
3016,Green Bay [GRB],Chicago O'hare Airport (ORD),AA 6272,18:23,19:08
3017,Des Moines [DSM],Chicago O'hare Airport (ORD),AA 6278,18:07,19:03
3018,Montreal [YUL],Chicago O'hare Airport (ORD),QK 967,19:16,19:38
3019,Des Moines [DSM],Chicago O'hare Airport (ORD),JL 7643,18:07,19:03
3020,Des Moines [DSM],Chicago O'hare Airport (ORD),BA 4358,18:07,19:03
3021,Des Moines [DSM],Chicago O'hare Airport (ORD),AS 6816,18:07,19:03
3022,Kansas City [MCI],Chicago O'hare Airport (ORD),AA 2896,18:39,
3023,Green Bay [GRB],Chicago O'hare Airport (ORD),BA 4415,18:23,19:08
3024,Phoenix [PHX],Chicago O'hare Airport (ORD),AA 891,14:08,
3025,Santa Ana [SNA],Chicago O'hare Airport (ORD),AA 2086,13:36,
3026,Orlando [MCO],Chicago O'hare Airport (ORD),AA 1121,17:38,
3027,Denver City [DEN],Chicago O'hare Airport (ORD),WN 2960,17:02,
3028,Tampa [TPA],Chicago O'hare Airport (ORD),AA 1101,17:42,19:15
3029,Tampa [TPA],Chicago O'hare Airport (ORD),AS 4370,17:42,19:13
3030,Tampa [TPA],Chicago O'hare Airport (ORD),BA 5708,17:42,19:13
3031,Tampa [TPA],Chicago O'hare Airport (ORD),GF 4347,17:42,19:13
3032,Tampa [TPA],Chicago O'hare Airport (ORD),JL 7511,17:42,19:13
3033,Tampa [TPA],Chicago O'hare Airport (ORD),QF 4372,17:42,19:13
3034,Grand Rapids [GRR],Chicago O'hare Airport (ORD),AA 6237,19:32,
3035,Lansing [LAN],Chicago O'hare Airport (ORD),AA 6198,19:23,
3036,Richmond [RIC],Chicago O'hare Airport (ORD),AA 3454,18:24,
3037,Richmond [RIC],Chicago O'hare Airport (ORD),AS 6738,18:24,
3038,New York [JFK],Chicago O'hare Airport (ORD),CX 98,18:55,19:42
3039,San Francisco [SFO],Chicago O'hare Airport (ORD),UA 1756,13:46,19:23
3040,Omaha [OMA],Chicago O'hare Airport (ORD),UA 5540,17:59,
3041,San Francisco [SFO],Chicago O'hare Airport (ORD),VA 8102,13:31,19:17
3042,San Francisco [SFO],Chicago O'hare Airport (ORD),SK 8800,13:31,19:17
3043,San Francisco [SFO],Chicago O'hare Airport (ORD),NZ 9305,13:31,19:17
3044,San Francisco [SFO],Chicago O'hare Airport (ORD),NH 7242,13:31,19:17
3045,San Francisco [SFO],Chicago O'hare Airport (ORD),AC 5384,13:31,19:17
3046,Omaha [OMA],Chicago O'hare Airport (ORD),SK 8886,17:59,
3047,Omaha [OMA],Chicago O'hare Airport (ORD),NZ 2716,17:59,
3048,Omaha [OMA],Chicago O'hare Airport (ORD),LH 8847,17:59,
3049,Omaha [OMA],Chicago O'hare Airport (ORD),AC 3564,17:59,
3050,Little Rock [LIT],Chicago O'hare Airport (ORD),AA 3401,17:48,
3051,Richmond [YVR],Chicago O'hare Airport (ORD),UA L1868,14:15,19:44
3052,Minneapolis [MSP],Chicago O'hare Airport (ORD),AA 6286,18:08,
3053,Warsaw [WAW],Chicago O'hare Airport (ORD),LO 3,17:11,19:59
3055,Waterloo [ALO],Chicago O'hare Airport (ORD),AA 6172,18:23,
3056,Portland [PWM],Chicago O'hare Airport (ORD),AA 3927,17:52,
3057,Oklahoma City [OKC],Chicago O'hare Airport (ORD),AA 3867,17:34,
3058,Champaign [CMI],Chicago O'hare Airport (ORD),AA 3782,18:38,
3059,Wilkes-Barre-Scranton [AVP],Chicago O'hare Airport (ORD),AA 3457,18:26,
3060,Sioux Falls [FSD],Chicago O'hare Airport (ORD),AS 4693,17:57,
3061,Columbus [LCK],Chicago O'hare Airport (ORD),EK 9989,19:55,19:47
3062,Montreal [YUL],Chicago O'hare Airport (ORD),AC 8967,19:17,
3063,Montreal [YUL],Chicago O'hare Airport (ORD),UA 8559,18:25,
3064,New Philadelphia [PHL],Chicago O'hare Airport (ORD),AA 865,18:30,
3065,Richmond [YVR],Chicago O'hare Airport (ORD),UA 1868,13:45,
3066,New Philadelphia [PHL],Chicago O'hare Airport (ORD),AS 4096,18:30,
3067,New Philadelphia [PHL],Chicago O'hare Airport (ORD),BA 5418,18:30,
3068,New Philadelphia [PHL],Chicago O'hare Airport (ORD),IB 4496,18:30,
3069,Richmond [YVR],Chicago O'hare Airport (ORD),AC 4876,13:45,
3070,Washington DC [DCA],Chicago O'hare Airport (ORD),UA 289,18:45,
3071,New Philadelphia [PHL],Chicago O'hare Airport (ORD),UA 681,19:48,20:26
3076,Washington DC [DCA],Chicago O'hare Airport (ORD),SK 3992,18:45,
3077,Madison [MSN],Chicago O'hare Airport (ORD),AA 4745,18:53,
3078,Madison [MSN],Chicago O'hare Airport (ORD),AS 6150,18:53,
3079,Madison [MSN],Chicago O'hare Airport (ORD),BA 5048,18:53,
3080,New York [LGA],Chicago O'hare Airport (ORD),DL 1698,18:15,
3081,New York [LGA],Chicago O'hare Airport (ORD),WS 7900,18:15,
3082,Atlanta [ATL],Chicago O'hare Airport (ORD),UA 1046,18:52,
3083,Denver City [DEN],Chicago O'hare Airport (ORD),UA 1104,16:30,
3084,Atlanta [ATL],Chicago O'hare Airport (ORD),AC 3301,18:52,
3085,Atlanta [ATL],Chicago O'hare Airport (ORD),LH 7447,18:52,
3086,Atlanta [ATL],Chicago O'hare Airport (ORD),NZ 2030,18:52,
3087,Atlanta [ATL],Chicago O'hare Airport (ORD),SK 6802,18:52,
3088,Denver City [DEN],Chicago O'hare Airport (ORD),AC 5591,16:30,
3089,Denver City [DEN],Chicago O'hare Airport (ORD),LH 7521,16:30,
3090,Denver City [DEN],Chicago O'hare Airport (ORD),SK 3996,16:30,
3091,Phoenix [PHX],Chicago O'hare Airport (ORD),F9 1426,15:27,21:41
3092,41 Min,Chicago O'hare Airport (ORD),Delay,2663,
3093,Detroit [DTW],Chicago O'hare Airport (ORD),DL 3711,20:35,
3094,Detroit [DTW],Chicago O'hare Airport (ORD),WS 7058,20:35,
3095,Detroit [DTW],Chicago O'hare Airport (ORD),VS 1731,20:35,
3096,Detroit [DTW],Chicago O'hare Airport (ORD),MU 4639,20:35,
3097,Detroit [DTW],Chicago O'hare Airport (ORD),KL 5614,20:35,
3098,Detroit [DTW],Chicago O'hare Airport (ORD),CZ 1103,20:35,
3099,Detroit [DTW],Chicago O'hare Airport (ORD),AM 3629,20:35,
3100,Detroit [DTW],Chicago O'hare Airport (ORD),AF 6823,20:35,
3101,Denver City [DEN],Chicago O'hare Airport (ORD),UA 1898,17:33,
3102,Denver City [DEN],Chicago O'hare Airport (ORD),LH 7467,17:33,CANCELLED
3103,Denver City [DEN],Chicago O'hare Airport (ORD),AC 3558,17:33,CANCELLED
3104,Dallas [DFW],Chicago O'hare Airport (ORD),AA 2881,18:51,20:52
3105,Atlanta [ATL],Chicago O'hare Airport (ORD),DL 1035,20:20,21:15
3106,Atlanta [ATL],Chicago O'hare Airport (ORD),VS 4461,20:20,
3107,Atlanta [ATL],Chicago O'hare Airport (ORD),LA 7015,20:20,
3108,Atlanta [ATL],Chicago O'hare Airport (ORD),KL 5214,20:20,
3109,Atlanta [ATL],Chicago O'hare Airport (ORD),AZ 5934,20:20,
3110,Atlanta [ATL],Chicago O'hare Airport (ORD),AM 3754,20:20,
3111,Dallas [DFW],Chicago O'hare Airport (ORD),QR 2884,18:51,
3112,Dallas [DFW],Chicago O'hare Airport (ORD),QF 3327,18:51,
3113,Dallas [DFW],Chicago O'hare Airport (ORD),BA 2439,18:51,
3114,Frankfurt [FRA],Chicago O'hare Airport (ORD),GE C8188,19:59,21:20
3115,San Francisco [SFO],Chicago O'hare Airport (ORD),UA 2627,15:19,21:05
3116,San Francisco [SFO],Chicago O'hare Airport (ORD),AC 5196,15:19,21:05
3117,San Francisco [SFO],Chicago O'hare Airport (ORD),LH 7871,15:19,21:05
3118,San Francisco [SFO],Chicago O'hare Airport (ORD),NZ 9302,15:19,21:05
3119,San Francisco [SFO],Chicago O'hare Airport (ORD),VA 8103,15:19,21:05
3120,Fort Myers [RSW],Chicago O'hare Airport (ORD),UA 2601,19:22,21:38
3121,11 Min,Chicago O'hare Airport (ORD),Delay,3438,
3122,Washington DC [DCA],Chicago O'hare Airport (ORD),AA 636,20:05,20:46
3123,Washington DC [DCA],Chicago O'hare Airport (ORD),AS 4509,20:05,
3124,Frankfurt [FRA],Chicago O'hare Airport (ORD),LH 8188,19:57,21:35
3125,Newark [EWR],Chicago O'hare Airport (ORD),UA 1234,20:00,21:17
3126,New York [JFK],Chicago O'hare Airport (ORD),DL 3981,20:53,21:52
3127,13 Min,Chicago O'hare Airport (ORD),Delay,8739,
3128,New York [JFK],Chicago O'hare Airport (ORD),AZ 3251,20:53,
3129,New York [JFK],Chicago O'hare Airport (ORD),KL 5466,20:53,
3130,New York [JFK],Chicago O'hare Airport (ORD),MU 4670,20:53,
3131,New York [JFK],Chicago O'hare Airport (ORD),UX 3426,20:53,
3132,New York [JFK],Chicago O'hare Airport (ORD),VS 4667,20:53,
3133,New York [JFK],Chicago O'hare Airport (ORD),WS 7400,20:53,
3134,Newark [EWR],Chicago O'hare Airport (ORD),TP 8482,20:00,
3135,Newark [EWR],Chicago O'hare Airport (ORD),NZ 2344,20:00,
